emp_no,first_name,last_name,title,birth_date
290810,Lokesh,Milicic,Technique Leader,1952-07-14
290812,Masasuke,Pettey,Engineer,1953-07-20
290814,Cristinel,Birch,Senior Staff,1954-09-25
290816,Sachem,Cochrane,Senior Staff,1955-03-30
290820,Volkmar,Poujol,Technique Leader,1952-07-26
290825,Zhigen,Heystek,Senior Staff,1955-06-09
290828,Mary,Munro,Senior Engineer,1952-10-15
290830,Lenore,Penttonen,Engineer,1953-09-05
290831,Kayoko,Baby,Senior Engineer,1954-05-14
290833,Behnaam,Suessmith,Senior Engineer,1953-10-06
290835,Susuma,Angot,Staff,1952-08-30
290836,Manohar,Hiroyama,Senior Engineer,1955-06-24
290840,Morris,Lovengreen,Technique Leader,1955-02-26
290842,Tomoyuki,Peyn,Senior Staff,1952-11-05
290843,Lene,Angelopoulos,Engineer,1954-04-04
290850,Subhada,Stenning,Senior Engineer,1955-06-21
290855,Dayanand,Mandelberg,Engineer,1955-12-24
290856,Cedric,Cannard,Senior Staff,1954-01-28
290857,Zeljko,Garigliano,Senior Staff,1954-10-03
290863,Ravishankar,Soicher,Staff,1952-05-11
290864,Ohad,Morrow,Technique Leader,1953-09-18
290865,Pascal,Babb,Senior Staff,1952-11-17
290867,Lubomir,Peac,Senior Staff,1954-07-19
290869,Byong,Bazzichi,Senior Engineer,1952-02-15
290870,Mario,Wroclawski,Technique Leader,1952-05-28
290873,Mayuko,Bahl,Senior Staff,1952-08-26
290883,Rosalyn,Melski,Senior Staff,1953-06-21
290884,Adamantios,Senzako,Engineer,1955-09-12
290886,Haldun,Baaz,Staff,1953-02-18
290887,Leaf,Gulak,Senior Engineer,1954-01-19
290888,Szabolcs,Sewelson,Senior Staff,1955-12-20
290890,Margareta,Vitiello,Senior Staff,1955-12-05
290891,Xiaoshan,Krupka,Senior Staff,1954-12-15
290893,Valdiodio,Rassart,Staff,1952-07-28
290895,Serge,Badr,Engineer,1953-03-29
290898,Goh,Schapire,Engineer,1952-05-09
290901,Fumitaka,Thombley,Engineer,1954-03-01
290902,Kankanahalli,Hockney,Staff,1952-05-24
290903,Berto,Hettesheimer,Senior Staff,1953-08-04
290906,Khedija,Ventosa,Staff,1954-03-26
290910,Frazer,Pepe,Senior Staff,1953-06-24
290911,Dinah,Zolotykh,Senior Engineer,1954-01-14
290913,Tse,Lieberherr,Staff,1953-05-15
290922,Adly,Lamparter,Senior Staff,1953-06-21
290923,Qingxiang,Buchter,Senior Staff,1954-05-07
290934,Rosella,Shimshoni,Senior Engineer,1952-03-26
290941,Mart,Katalagarianos,Senior Engineer,1955-08-17
290944,Moty,Gurbaxani,Engineer,1955-08-18
290946,Abdelghani,Reutenauer,Senior Staff,1954-12-31
290947,Jixiang,Kitsuregawa,Engineer,1953-09-23
290951,Tru,Barreiro,Senior Staff,1954-08-07
290955,Leaf,Bakhtari,Engineer,1953-01-08
290958,Dinkar,Ruemmler,Senior Engineer,1954-03-19
290962,Mabo,Boyle,Senior Staff,1954-08-22
290965,Arvind,Conta,Engineer,1954-02-11
290967,Alejandra,McFarlan,Staff,1953-09-06
290970,Akeno,Genther,Staff,1955-03-30
290972,Shin,Yeung,Staff,1953-07-07
290973,Niclas,Gladwell,Technique Leader,1952-05-12
290977,Zejun,Gist,Senior Engineer,1953-10-28
290980,Zejun,Bage,Senior Engineer,1952-12-20
290981,Mona,Nooteboom,Senior Engineer,1952-04-27
290985,Geraldo,Takanami,Senior Staff,1955-04-09
290988,Mabry,Valtorta,Senior Engineer,1953-06-15
290989,Mori,Lamma,Engineer,1954-08-27
290990,Guiseppe,Bennet,Senior Engineer,1953-09-28
290992,Kayoko,Beilner,Senior Engineer,1953-07-13
290995,Siddarth,Bugrara,Technique Leader,1955-08-08
290999,Tommaso,Tiemann,Senior Staff,1953-04-14
291004,Lillian,Mitsuhashi,Senior Engineer,1955-12-02
291005,Carrsten,Wilfing,Staff,1954-07-25
291006,Serap,Bratsberg,Staff,1953-06-09
291008,Takushi,Shimshoni,Senior Engineer,1955-02-09
291010,Danae,Acton,Senior Staff,1954-11-07
291011,Aron,Huxford,Senior Engineer,1955-10-06
291014,Valery,Panienski,Senior Engineer,1955-09-22
291018,Roded,Bage,Technique Leader,1952-07-09
291029,Stepehn,Peek,Assistant Engineer,1953-10-27
291030,Licheng,Guenter,Senior Engineer,1952-09-08
291033,Gopalakrishnan,Osgood,Senior Engineer,1952-05-02
291038,Toshiki,Smeets,Senior Engineer,1952-07-28
291042,Nahla,Thombley,Senior Staff,1955-06-15
291045,Chaosheng,Servi,Engineer,1953-08-13
291050,Changho,Busillo,Senior Engineer,1953-06-30
291052,Mark,Gargeya,Senior Engineer,1952-11-30
291056,Marko,Mitina,Senior Staff,1954-05-12
291059,Sanjai,Bultermann,Senior Engineer,1955-02-11
291064,Claudi,Bernini,Engineer,1954-06-19
291066,Poorav,Birge,Senior Staff,1953-10-11
291067,Margareta,Sanella,Senior Engineer,1955-11-07
291068,Conor,Zaccaria,Senior Staff,1953-05-16
291070,Danil,Verhoeff,Engineer,1953-08-02
291071,Emran,Vendrig,Senior Engineer,1954-11-28
291074,Hitomi,Maliniak,Engineer,1952-12-07
291078,Shooichi,Thibadeau,Staff,1955-12-15
291080,Zhigen,Bain,Senior Staff,1955-12-11
291081,Brendon,Yemenis,Technique Leader,1952-03-30
291084,Mokhtar,Reinhart,Senior Engineer,1954-02-08
291092,Yoshimitsu,VanScheik,Senior Staff,1954-11-19
291093,Naftali,Birdsall,Technique Leader,1952-03-07
291094,Jiafu,Denti,Engineer,1953-01-09
291097,Yongmao,Huttel,Engineer,1955-07-18
291098,Moss,Maksimenko,Senior Engineer,1955-07-29
291099,Heeju,Kranzdorf,Senior Engineer,1955-01-04
291101,Leandro,Georgakopoulos,Technique Leader,1953-08-29
291105,Karlis,Birge,Senior Engineer,1955-06-30
291106,Masako,Gilg,Senior Staff,1955-11-19
291107,Takahira,Mikschl,Senior Engineer,1953-01-29
291113,Hailing,Parfitt,Senior Engineer,1953-11-25
291114,Zeydy,Munawer,Staff,1952-12-31
291116,Berni,Pocchiola,Senior Staff,1953-12-19
291119,Bernice,Huxford,Senior Staff,1952-10-25
291121,Constantijn,Baaleh,Senior Staff,1952-07-27
291122,Shahab,Barbanera,Engineer,1954-04-04
291123,Hyuckchul,Remmele,Staff,1955-01-01
291124,Yucai,Anandan,Senior Staff,1952-06-21
291131,Khue,Soicher,Technique Leader,1952-02-12
291146,Debatosh,Perko,Senior Engineer,1954-08-06
291148,Ger,Kusakari,Staff,1954-06-18
291152,Qiwen,Garnier,Engineer,1953-02-20
291156,Aron,Rikino,Staff,1954-09-08
291157,Carrsten,Kisuki,Staff,1954-05-31
291164,Kasidit,Wegerle,Engineer,1953-11-24
291168,Duangkaew,Kalorkoti,Senior Staff,1952-06-26
291175,Susanne,Billawala,Senior Staff,1954-03-18
291183,Mart,Limongiello,Staff,1954-05-09
291187,Teruyuki,Benveniste,Senior Engineer,1952-10-12
291192,Guttorm,Chvatal,Senior Staff,1952-02-28
291196,Nectarios,Waleschkowski,Senior Engineer,1955-12-04
291199,Bouchung,Morrin,Senior Staff,1952-07-03
291212,Pranas,Einsfeld,Senior Engineer,1954-09-12
291215,Susumu,Rikino,Senior Engineer,1955-07-10
291216,Satoru,Einsfeld,Senior Engineer,1955-05-31
291217,Zhilian,Fortenbacher,Senior Staff,1955-07-05
291218,Geraldo,Lunt,Senior Staff,1952-11-03
291222,Stafford,Mellouli,Engineer,1953-05-20
291224,Lalit,Remmele,Senior Staff,1954-02-08
291237,Ramalingam,Stamatiou,Senior Engineer,1952-11-17
291238,Dharmaraja,Lyonns,Engineer,1954-01-23
291243,Keiichiro,Pepe,Senior Staff,1954-09-25
291245,Shahab,Lueh,Senior Staff,1955-12-12
291246,Gunilla,Dymetman,Technique Leader,1952-03-26
291250,Samphel,Kalafatis,Senior Staff,1953-05-03
291256,Subbu,Lortz,Staff,1954-09-15
291263,Kerhong,Munke,Staff,1953-07-13
291264,Genevieve,Einsfeld,Senior Engineer,1954-10-02
291267,Arif,Vadhan,Engineer,1953-09-16
291269,Marie,Thibadeau,Staff,1953-04-11
291270,Lorien,Riefers,Senior Staff,1953-12-04
291277,Masaki,Mondadori,Staff,1955-12-28
291279,Diederik,Junet,Staff,1954-03-16
291286,Kyoichi,Speek,Senior Engineer,1952-06-26
291289,Lidong,Choobineh,Senior Staff,1953-04-22
291294,Yoshimitsu,Luby,Staff,1955-12-24
291295,Yinlin,Taneja,Senior Staff,1954-03-06
291296,Lorien,Ruemmler,Engineer,1952-09-30
291297,Lakshmi,Loncour,Assistant Engineer,1955-10-18
291298,Uno,Mandell,Assistant Engineer,1954-11-22
291301,Miquel,Sidje,Technique Leader,1952-07-02
291304,Kamakshi,Bernardinello,Engineer,1955-06-22
291307,Thodoros,Shumilov,Senior Staff,1953-12-22
291312,Oscar,Rosen,Senior Engineer,1954-10-26
291318,Vitali,Kilgour,Senior Staff,1952-06-08
291321,Leucio,Morrey,Senior Staff,1952-05-11
291323,Ghassan,Maksimenko,Senior Staff,1953-12-03
291324,Steen,Schwartzburd,Senior Engineer,1952-10-27
291325,Arno,Speckmann,Senior Staff,1954-05-26
291326,Fun,Baca,Senior Engineer,1953-05-18
291327,Ramzi,Zongker,Staff,1952-03-03
291329,Teruyuki,Gill,Senior Staff,1953-06-27
291330,Mona,Ligten,Staff,1953-01-09
291332,Jixiang,Bugrara,Senior Engineer,1955-08-14
291333,Moie,Zumaque,Senior Staff,1953-07-20
291334,Trygve,Ramamoorthy,Engineer,1954-11-15
291340,Nahum,Litzler,Senior Engineer,1955-01-29
291343,Goo,Grabner,Senior Staff,1952-06-21
291344,Zhonghua,Bellone,Senior Engineer,1955-02-26
291353,Alselm,Farrag,Senior Staff,1952-08-12
291359,Sreekrishna,Swiler,Staff,1955-07-13
291361,Radhia,Bashian,Senior Staff,1955-04-13
291363,Heng,Baba,Senior Engineer,1955-09-21
291364,Nectarios,Harbusch,Senior Staff,1954-10-15
291366,Kazuhira,Reinhart,Senior Staff,1955-04-01
291371,Hercules,Puppo,Senior Staff,1954-09-30
291372,Elvia,Thorensen,Senior Staff,1952-07-16
291373,Doowon,Lukaszewicz,Senior Engineer,1952-05-07
291375,Guangming,Peek,Assistant Engineer,1954-10-21
291376,Fai,Jahnichen,Senior Engineer,1955-11-13
291380,Mohammed,Miara,Staff,1952-07-07
291382,Mari,Emden,Senior Engineer,1955-04-05
291383,Zeydy,Swick,Senior Staff,1953-01-11
291385,Khun,Anandan,Staff,1952-08-06
291386,Jiang,Chachaty,Technique Leader,1955-03-03
291398,Sreenivas,Streit,Senior Staff,1953-10-06
291400,Herbert,Kroft,Senior Engineer,1952-10-15
291402,Oksana,Serov,Senior Staff,1953-01-17
291404,Rafael,Poulakidas,Engineer,1954-07-06
291413,Yoshinari,Peir,Senior Staff,1953-08-21
291416,Kaijung,Meszaros,Senior Engineer,1954-02-05
291421,Eirik,Carrere,Senior Staff,1953-10-01
291422,Jovan,Mawatari,Senior Engineer,1954-03-09
291423,Seshu,Polajnar,Engineer,1953-12-10
291424,Edwin,dAstous,Staff,1955-04-14
291426,Geraldo,Cooman,Senior Staff,1953-06-10
291427,Stepehn,Yavatkar,Staff,1952-05-14
291438,Lihong,Zwicker,Senior Engineer,1954-04-15
291440,Shirish,Ducloy,Senior Engineer,1955-10-29
291441,Koldo,Murtafg,Engineer,1954-04-26
291443,Yuqun,Morrow,Engineer,1952-07-22
291445,Barna,Reinhard,Senior Staff,1952-04-10
291446,Jaideep,Tsukune,Senior Engineer,1952-10-27
291448,Zhonghua,Savasere,Engineer,1952-08-22
291451,Dietrich,Heydon,Senior Staff,1954-05-22
291457,Kazunori,Thummel,Senior Engineer,1953-10-25
291464,Yifei,Openshaw,Senior Engineer,1953-05-15
291468,Zhongwei,Barreiro,Senior Staff,1954-11-02
291469,Suvo,Azevdeo,Technique Leader,1954-08-13
291471,Nakhoon,Ratnaker,Assistant Engineer,1953-11-30
291480,Kish,Fabrizio,Senior Staff,1952-06-22
291481,Dharmaraja,Cools,Technique Leader,1953-11-03
291484,Jessie,Rajaraman,Staff,1952-03-31
291486,Serif,Lieblein,Engineer,1952-07-11
291490,Ronghao,Penttonen,Engineer,1952-05-18
291491,Jenwei,Tiemann,Engineer,1954-05-07
291495,Dipankar,Yoshizawa,Senior Staff,1952-03-19
291498,Jeane,Pettis,Technique Leader,1954-12-28
291500,Elrique,Horswill,Senior Engineer,1953-08-19
291501,Fumitaka,Delgrande,Staff,1953-08-11
291502,Wuxu,Zielinski,Senior Staff,1953-07-24
291505,Gita,Ginneken,Senior Engineer,1955-04-13
291506,Duro,Iacovou,Senior Engineer,1955-04-12
291507,Zhonghua,Spinelli,Senior Staff,1953-07-04
291509,Mayumi,Kulisch,Senior Engineer,1955-08-11
291510,Krassimir,Papadias,Assistant Engineer,1952-04-14
291514,Adel,Nicolson,Senior Staff,1954-01-03
291516,Lech,Morrey,Senior Engineer,1954-09-11
291517,Limsoon,Zeidenstein,Senior Staff,1953-12-27
291524,Fei,Onuegbe,Senior Staff,1954-08-27
291525,Sadok,Sethi,Senior Engineer,1953-04-26
291532,Surveyors,Malabarba,Senior Staff,1953-10-31
291533,Denny,Kavraki,Senior Engineer,1952-09-13
291534,Akhilish,Paciorek,Senior Staff,1953-02-21
291536,Chenyi,Binding,Senior Staff,1954-12-29
291537,Kitty,Ramsey,Senior Staff,1954-03-14
291538,Torsten,Demizu,Senior Engineer,1954-01-14
291539,Randi,Pappas,Engineer,1954-04-17
291543,Aruna,Taubman,Senior Engineer,1955-04-13
291545,Zito,Magalhaes,Senior Engineer,1952-05-01
291553,Arch,Gulla,Senior Engineer,1952-02-08
291560,Dietrich,Schapiro,Senior Staff,1953-03-11
291570,Zhonghua,Comellas,Senior Staff,1952-06-12
291573,Chirstian,Dichev,Senior Engineer,1952-04-18
291574,Selwyn,Malinowski,Senior Engineer,1953-06-02
291579,Mang,Giarratana,Senior Engineer,1955-09-12
291580,Nidapan,Gniady,Senior Engineer,1952-03-12
291581,Ishfaq,Perz,Senior Staff,1952-08-31
291587,Harngdar,Zschoche,Engineer,1953-04-14
291589,Aluzio,Kavraki,Senior Engineer,1955-05-05
291592,Radhia,Calkin,Staff,1953-11-18
291593,Irena,Scallan,Senior Staff,1954-08-14
291597,Kwangjo,Chinin,Senior Engineer,1955-06-29
291605,Unal,Adachi,Senior Staff,1955-06-02
291607,Boguslaw,Swift,Senior Staff,1954-08-02
291610,Ranan,Limongiello,Senior Engineer,1952-04-27
291616,Stepehn,Jansen,Technique Leader,1954-01-24
291619,Gad,Ermel,Engineer,1955-01-15
291626,Pranjal,Kumaresan,Senior Staff,1955-03-08
291628,Pranas,Merlo,Staff,1952-02-22
291635,Bernice,Plotkin,Senior Staff,1955-01-24
291637,Alejandro,Tsukuda,Senior Engineer,1952-02-14
291640,Dante,Krohn,Senior Engineer,1954-04-13
291643,Siamak,Kusakari,Senior Engineer,1955-07-09
291646,Eldridge,Wursthorn,Senior Staff,1953-07-17
291649,Arnould,Kruskal,Senior Staff,1952-11-14
291651,Ortrun,Baaleh,Engineer,1954-06-20
291653,Rafael,Strehl,Senior Staff,1955-07-30
291654,Masako,Stranks,Engineer,1955-09-18
291655,Krassimir,Gulla,Technique Leader,1954-03-28
291658,Arvind,Aamodt,Engineer,1953-11-09
291659,Ute,Velasco,Senior Engineer,1953-05-15
291663,Mansur,Lortz,Senior Engineer,1954-03-29
291665,Rosella,Siepmann,Senior Engineer,1954-05-14
291670,Elvia,Hopewell,Senior Engineer,1953-12-16
291675,Dipayan,Stenning,Technique Leader,1952-04-23
291676,Alain,Constantine,Engineer,1954-09-14
291682,Frazer,Fairtlough,Senior Staff,1953-07-01
291683,Denny,Masand,Senior Staff,1952-04-04
291687,Soenke,Rosca,Senior Staff,1952-06-25
291697,Arumugam,Cairo,Senior Staff,1955-06-01
291700,Navid,Turnbull,Senior Staff,1954-10-17
291704,Lakshmi,Keohane,Senior Engineer,1953-08-05
291706,Mototsugu,Giveon,Staff,1954-07-27
291711,Khaled,Conti,Engineer,1953-04-21
291713,Yishai,Wynblatt,Senior Staff,1954-03-13
291715,Weiyi,Strehl,Senior Engineer,1953-08-03
291716,Juichirou,Bala,Engineer,1953-01-22
291719,Volkmar,Schade,Senior Engineer,1955-05-04
291720,Shaibal,Ranst,Staff,1954-04-05
291721,Hailing,Schiettecatte,Senior Engineer,1955-02-01
291722,Shuzo,Hardjono,Assistant Engineer,1952-07-10
291723,Jongsuk,Casley,Senior Engineer,1952-09-25
291732,Lihong,Schade,Staff,1955-01-28
291733,Huei,Baby,Senior Staff,1954-12-29
291734,Serge,Heinisuo,Senior Staff,1954-01-07
291740,Tua,Bratten,Senior Engineer,1954-07-14
291742,Aamod,Pietracaprina,Engineer,1952-03-08
291748,Zsolt,Undy,Senior Staff,1954-06-07
291749,Mara,Swiss,Staff,1953-09-12
291750,Mack,Peltason,Senior Staff,1955-07-17
291753,Abdelkader,Munke,Staff,1954-07-24
291754,Yongdong,Stavenow,Engineer,1952-12-15
291756,Randi,Braunmuhl,Senior Engineer,1953-11-20
291757,Ishfaq,Pellegrinelli,Senior Engineer,1955-01-19
291759,Yuping,Grospietsch,Senior Staff,1953-02-22
291760,Miquel,Scharstein,Engineer,1954-12-26
291762,Adel,Paludetto,Senior Engineer,1955-04-22
291765,Jeane,Beutelspacher,Senior Staff,1953-04-12
291767,Xiahua,DeMori,Staff,1953-03-28
291768,Conor,Pettey,Engineer,1953-11-27
291775,Josyula,Lung,Engineer,1952-07-01
291777,Saniya,Setlzner,Senior Staff,1955-01-05
291784,Hauke,Byoun,Engineer,1954-01-12
291788,Makato,Poupard,Senior Staff,1955-05-27
291790,Lene,Sridhar,Senior Staff,1954-06-11
291791,Rosalyn,Bolotov,Senior Engineer,1953-11-10
291793,Kerhong,Eickenmeyer,Technique Leader,1954-03-17
291796,Malu,Schwaller,Senior Engineer,1953-01-02
291797,Zhaofang,Kaelbling,Assistant Engineer,1953-07-14
291799,Stafford,Leijenhorst,Senior Engineer,1952-03-28
291804,Weiru,Roohalamini,Senior Engineer,1955-05-23
291805,Hyuncheol,Munke,Senior Staff,1953-12-19
291809,Kayoko,Birge,Senior Staff,1952-10-16
291811,Shaibal,Slaats,Senior Engineer,1952-10-01
291812,Yahiko,Georgakopoulos,Engineer,1953-09-29
291813,Lakshmi,Schieder,Senior Engineer,1952-12-15
291817,Adin,Rosca,Technique Leader,1954-09-11
291820,Basil,Jording,Senior Staff,1954-06-13
291823,Masami,Scharstein,Senior Engineer,1955-10-02
291827,Prasadram,Mamelak,Engineer,1955-04-15
291828,Susanne,Kornyak,Senior Engineer,1953-12-16
291829,Valdiodio,Birnbaum,Senior Engineer,1953-07-22
291831,Mong,Constantine,Technique Leader,1954-05-11
291832,Munenori,Cappelli,Senior Staff,1955-10-15
291840,Xiahua,Riefers,Senior Engineer,1952-04-21
291845,Jenwei,Baby,Senior Staff,1952-11-22
291850,Shirish,Esteva,Engineer,1954-03-26
291852,Arvind,Baaz,Senior Staff,1955-10-15
291855,Reinhard,Kaiserswerth,Senior Engineer,1953-04-09
291860,Shigenori,Bakhtari,Senior Staff,1953-09-02
291861,Ramya,Worfolk,Staff,1953-04-08
291862,Mahendra,Guting,Technique Leader,1954-09-04
291863,Ingmar,Peir,Engineer,1954-12-16
291864,Mohan,Yemenis,Senior Staff,1954-01-26
291865,Gritta,Hartvigsen,Senior Engineer,1954-10-01
291872,Moni,Christ,Staff,1955-07-25
291878,Pranav,Siegrist,Senior Staff,1953-05-13
291879,Jacopo,Mundy,Engineer,1952-08-24
291889,Jaques,Zwicker,Engineer,1953-09-28
291890,Adly,Honiden,Engineer,1953-07-07
291892,Babette,Nollmann,Staff,1953-10-17
291895,Manibrata,Smailagic,Senior Staff,1953-06-13
291896,Mart,Decleir,Senior Engineer,1955-03-14
291897,Denis,Validov,Engineer,1954-04-26
291898,Ferdinand,Quittner,Engineer,1952-04-25
291901,Marko,Ibel,Technique Leader,1955-12-25
291902,Khaled,Gerlach,Staff,1955-02-07
291908,Marek,Soloway,Senior Staff,1954-02-28
291912,Yakichi,Miyakawa,Senior Staff,1954-07-22
291925,Yannis,Ginneken,Senior Staff,1954-10-10
291935,Harjit,Thombley,Senior Engineer,1953-11-15
291936,Mario,Albarhamtoshy,Senior Staff,1955-09-08
291942,Arvind,Bresenham,Staff,1952-06-15
291943,Fumiko,Quittner,Engineer,1954-02-01
291944,Peternela,Swift,Senior Engineer,1955-04-02
291946,Navin,Henseler,Senior Engineer,1955-10-17
291949,Marek,Merle,Engineer,1954-11-23
291952,Constantine,Kowalchuk,Senior Engineer,1952-12-13
291956,Claude,Veldwijk,Staff,1953-05-09
291958,Anneli,Bernardinello,Senior Engineer,1954-08-17
291959,Jamaludin,Coors,Senior Staff,1952-09-18
291961,Chriss,Picel,Senior Engineer,1953-01-02
291963,Shay,Viele,Senior Engineer,1955-12-11
291968,Arie,Qiwen,Staff,1953-11-06
291971,Padma,Merel,Senior Engineer,1952-10-11
291972,Shimshon,Ouhyoung,Technique Leader,1952-12-13
291978,Tomokazu,Leuchs,Staff,1953-08-21
291979,Heping,Sankaranarayanan,Staff,1953-03-29
291985,Junichi,Wissmann,Engineer,1952-11-13
291999,Denis,Servieres,Technique Leader,1955-01-27
292007,Yongmin,Narahara,Staff,1952-12-30
292011,Christoph,Klassen,Senior Engineer,1953-12-12
292020,Khosrow,Haumacher,Senior Staff,1954-02-28
292023,Demos,Rullman,Staff,1952-03-09
292024,Taizo,Bennis,Senior Engineer,1953-08-25
292025,Weidon,Osgood,Senior Engineer,1954-03-12
292031,Bouchung,Ulupinar,Technique Leader,1952-02-03
292032,Herb,Siprelle,Senior Staff,1952-03-15
292033,Aris,Rajcani,Engineer,1954-05-10
292038,Roddy,Muhling,Senior Engineer,1953-09-13
292039,Boriana,Radivojevic,Senior Engineer,1952-10-06
292053,Shuji,Brandsma,Senior Engineer,1953-12-05
292055,Giordano,Randt,Senior Staff,1952-08-03
292058,Maris,Morrow,Senior Staff,1955-03-17
292059,Radhakrishnan,Rissanen,Senior Engineer,1954-01-20
292062,Koldo,Weisert,Senior Engineer,1952-03-15
292071,Martine,Kinley,Senior Engineer,1952-07-12
292079,Shen,Whittlesey,Senior Engineer,1952-05-08
292080,Akeel,Bondorf,Senior Engineer,1955-01-03
292081,Sahrah,Conta,Senior Engineer,1955-08-26
292083,Kayoko,McFarlan,Staff,1954-10-01
292084,Danco,Luon,Engineer,1955-06-21
292085,Yannik,Mansanne,Senior Staff,1953-09-11
292093,Yurij,Papsdorf,Senior Staff,1954-09-18
292094,Chaosheng,Verhaegen,Senior Engineer,1953-06-27
292105,Mechthild,Randi,Assistant Engineer,1954-09-23
292106,Danil,Shimshoni,Senior Staff,1954-12-27
292108,Chikako,Lakshmanan,Engineer,1952-09-05
292114,Kyoichi,Boreale,Senior Staff,1954-01-12
292117,Houman,Mungall,Technique Leader,1954-08-29
292126,Masanao,Panangaden,Engineer,1953-07-02
292130,Mariusz,Babu,Senior Staff,1954-10-19
292133,Vishu,Callaway,Engineer,1954-08-16
292136,Jeanne,Narwekar,Staff,1952-12-18
292141,Alassane,Ginneken,Senior Staff,1955-06-29
292143,Constantine,Ladret,Senior Staff,1954-07-17
292145,Teruyuki,Sadowsky,Staff,1953-05-24
292148,Reinhard,Melter,Senior Engineer,1955-07-03
292149,Xuejia,Provine,Staff,1955-04-21
292150,Heekeun,Joslin,Senior Engineer,1952-05-04
292151,Xiping,Simkin,Senior Engineer,1954-10-18
292153,Guenter,Kowalchuk,Staff,1952-08-23
292158,Oldrich,Hooghiemstra,Assistant Engineer,1955-08-18
292163,Gal,Panangaden,Senior Engineer,1955-01-28
292168,Zhonghua,Syrzycki,Staff,1954-04-07
292169,Qingxiang,Bhattacharjee,Staff,1954-12-10
292171,Maya,Diderrich,Engineer,1953-05-10
292173,Volkmar,Preusig,Senior Staff,1955-09-08
292175,Basim,Perry,Senior Staff,1952-04-06
292177,Mohd,Sooriamurthi,Senior Staff,1952-11-20
292182,Lene,Vecchi,Senior Staff,1954-12-26
292183,Shahar,Akiyama,Senior Staff,1955-11-15
292184,Bedir,Bernini,Senior Engineer,1954-01-29
292187,Hailing,Rabehasaina,Senior Staff,1953-11-05
292194,Lein,Hanratty,Senior Engineer,1954-01-12
292198,Geoff,Gien,Senior Staff,1953-07-07
292201,Aris,Varman,Technique Leader,1954-02-16
292208,Perry,Harbusch,Senior Engineer,1953-05-09
292212,Doowon,Improta,Staff,1952-08-26
292215,Szabolcs,Talmon,Senior Engineer,1954-10-29
292216,Shalesh,Chartres,Senior Staff,1954-10-28
292219,Dharmaraja,Deyuan,Senior Staff,1955-11-01
292231,Makato,Harnett,Engineer,1955-02-26
292234,Kasturi,Negoita,Senior Engineer,1954-03-17
292235,Miyeon,McDermid,Staff,1954-10-17
292240,Sanjiv,Negoita,Senior Staff,1952-07-05
292241,Marsja,Raczkowsky,Senior Staff,1955-10-23
292244,Yinlin,Rettelbach,Senior Engineer,1952-12-29
292253,Huiqun,Roohalamini,Engineer,1954-02-17
292254,Hiroyasu,Lindqvist,Senior Engineer,1952-03-20
292255,Parto,Herber,Senior Staff,1952-08-26
292260,Somnath,Huxford,Engineer,1953-03-12
292264,Duri,Sadowski,Staff,1954-07-12
292281,Lakshmi,Bardell,Staff,1952-07-24
292285,Reuven,Samarati,Staff,1955-10-21
292289,Chaoyi,Mersereau,Engineer,1955-07-31
292290,Qunsheng,Heyers,Senior Staff,1955-12-28
292297,Rosli,Orlowski,Staff,1955-04-22
292298,Leon,Motley,Senior Staff,1952-07-28
292299,Uri,Luck,Senior Staff,1954-08-24
292301,Maris,Barbanera,Senior Engineer,1953-04-26
292306,Domenick,Garnick,Staff,1955-04-15
292307,Youssef,Grabner,Staff,1954-03-04
292310,Changho,Conia,Senior Engineer,1954-02-16
292313,Shushma,Baaleh,Senior Staff,1952-09-27
292314,Shay,Roohalamini,Senior Engineer,1953-01-30
292320,Nirmal,Siprelle,Senior Engineer,1952-06-27
292322,Adamantios,Colorni,Senior Staff,1955-05-05
292324,Pranay,Pintelas,Senior Engineer,1952-07-22
292330,Masanao,Bamford,Engineer,1954-09-26
292331,Aamod,Vesna,Engineer,1955-04-19
292336,Arnd,Garnick,Senior Engineer,1952-09-03
292338,Fuqing,Yetim,Senior Staff,1953-03-12
292340,Leucio,Openshaw,Senior Staff,1953-02-10
292344,Horward,Bach,Senior Engineer,1954-01-23
292346,Gad,Ranka,Senior Engineer,1953-12-15
292347,Krisda,Papastamatiou,Staff,1952-03-14
292353,Jingling,Dehkordi,Senior Engineer,1953-09-25
292359,Theron,Orsini,Senior Staff,1954-12-20
292367,Chrisa,Kakkar,Senior Engineer,1954-08-21
292368,Dmitri,Lorin,Senior Staff,1953-12-02
292371,Danil,Stanfel,Senior Engineer,1954-10-06
292372,Gurbir,Ranft,Senior Staff,1953-04-21
292378,Mang,Harllee,Staff,1952-05-18
292380,Foong,Bakhtari,Engineer,1955-03-09
292381,Mansur,Kusalik,Engineer,1952-12-14
292382,Remmert,Zallocco,Senior Staff,1952-06-02
292383,Gererd,Salverda,Senior Staff,1953-12-09
292389,Utpal,Hasham,Senior Engineer,1955-01-29
292394,Debaprosad,Rosis,Senior Engineer,1952-08-29
292398,Moriyoshi,Sooriamurthi,Technique Leader,1954-03-28
292400,Florian,Lamba,Technique Leader,1955-12-07
292409,Marsja,Rouquie,Technique Leader,1955-02-18
292412,Ayonca,Yamaashi,Senior Engineer,1954-11-22
292413,Kristian,Belinskaya,Senior Engineer,1952-03-08
292415,Irena,Reinhart,Engineer,1953-03-25
292419,Werner,Antonisse,Senior Staff,1955-03-23
